Day,Week,Weekday,Date,Session,Period,Block,Order,Element,Lite,ATHX,Pro,Effort,Note
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,AM,AM - THRESHOLD RUN,,Note,,,,,"Warm-up 10 min + 4 strides. Main set at 10 km race effort, 90 s jog. Cool-down 8 min easy. You should be able to speak a short sentence, not a long one. Comfortable talking means go faster. No talking at all means ease off - this is not an interval session."
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,1,A1 Push Press,3 x 3,3 x 3,3 x 3,3 RIR,
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,2,A2 Weighted Pull-Up or Heavy Row,5 x 5,5 x 5,5 x 5,2 RIR,
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,3,B1 DB Bench Press  (12.5 kg),3 x 12,3 x 12,3 x 12,-,
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,4,B2 Barbell Bent-Over Row,4 x 10,4 x 10,4 x 10,3 RIR,
50,8,MONDAY,2026-12-21,THRESHOLD RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,5,C Half-Kneeling Z Press,3 x 8,3 x 8,3 x 8,3 RIR,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,SKI INTERVALS,1,Warm-up,5 min + 3 x 20 s brisk,5 min + 3 x 20 s brisk,5 min + 3 x 20 s brisk,,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,SKI INTERVALS,2,Main,3 x 4 min,3 x 4 min,4 x 4 min,,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,SKI INTERVALS,3,at,target competition pace,target competition pace,target competition pace,,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,SKI INTERVALS,4,Recovery,90 s,90 s,90 s,,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,SKI INTERVALS,,Note,,,,,Target competition pace is roughly 2:20 per 500 m for a well-trained athlete. Use your own figure from the Week 1 benchmark.
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,GRIP BLOCK  |  15 MIN,1,Farmer Carry (heavy),4 x 40 m,4 x 40 m,4 x 40 m,-,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,GRIP BLOCK  |  15 MIN,2,Dead Hang,3 x max hold,3 x max hold,3 x max hold,-,
51,8,TUESDAY,2026-12-22,SKI DEVELOPMENT + GRIP,Main,GRIP BLOCK  |  15 MIN,3,Sandbag Bear-Hug Hold  (30 kg),3 x 45 s,3 x 45 s,3 x 45 s,-,
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,AM,AM - EASY AEROBIC  |  45-55 MIN,,Note,,,,,Zone 2 run or bike. Conversational the whole way. This session is not where fitness is won; it is where the base is maintained without cost.
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,PM,PM - LOWER HEAVY  |  MIN 6 H AFTER AM,1,A Back Squat,3 x 2,3 x 2,3 x 2,3 RIR,
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,PM,PM - LOWER HEAVY  |  MIN 6 H AFTER AM,2,B Deadlift - repeat-triple,"1 x [3, rest 60 s, 3]","1 x [3, rest 60 s, 3]","1 x [3, rest 60 s, 3]",2-3 RIR,
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,PM,PM - LOWER HEAVY  |  MIN 6 H AFTER AM,3,C Bulgarian Split Squat,3 x 8 each leg,3 x 8 each leg,3 x 8 each leg,3 RIR,
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,PM,PM - LOWER HEAVY  |  MIN 6 H AFTER AM,4,D Copenhagen Plank,3 x 30 s each side,3 x 30 s each side,3 x 30 s each side,-,
52,8,WEDNESDAY,2026-12-23,EASY AEROBIC + LOWER HEAVY,PM,PM - LOWER HEAVY  |  MIN 6 H AFTER AM,,Note,,,,,The repeat-triple: work to a triple with two or three reps in the bank. Rest exactly sixty seconds. Repeat the same weight. That is one round. Three minutes between rounds.
53,8,THURSDAY,2026-12-24,COMPLETE REST,Main,NO SESSION,,Note,,,,,"Optional, ten to fifteen minutes: thoracic rotation, hip flexor lengthening, ankle dorsiflexion. Nothing that raises the heart rate. If it starts to feel like a session, stop."
53,8,THURSDAY,2026-12-24,COMPLETE REST,Main,NO SESSION,,Note,,,,,Feeling good on a rest day is a sign the rest day is doing its job rather than a reason to add a session.
53,8,THURSDAY,2026-12-24,COMPLETE REST,Main,NO SESSION,,Note,,,,,More progress tends to be lost to training through fatigue than to taking a day off.
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,1,DB Bench Press,12 @ 7.5 kg,15 @ 12.5 kg,15 @ 15 kg,,
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,2,DB Ground to Overhead,12 @ 7.5 kg,15 @ 12.5 kg,15 dual @ 15 kg,,
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,3,Sandbag Squats,12 @ 20 kg,15 @ 30 kg,15 @ 50 kg,,
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,4,Sandbag Carry (no rest),30 m @ 20 kg,30 m @ 30 kg,30 m @ 50 kg,,
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,5,Rounds,2,3,3,,
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,CIRCUIT  |  REST 3 MIN BETWEEN ROUNDS,,Note,,,,,"One full exhale on each squat ascent, without holding your breath at the bottom. Some guidance suggests nasal breathing through this block, but it limits airflow below what thirty loaded squats require, so a steady rhythm works better."
54,8,FRIDAY,2026-12-25,METCON SPECIFIC,Main,FINISHER,,Note,,,,,"300 m row, hard."
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,1,Run,600 m,800 m,800 m,,
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,2,at,3 km race effort,3 km race effort,3 km race effort,,
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,3,Ski (immediate),3 min,3 min,3 min,,
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,4,at,target competition pace,target competition pace,target competition pace,,
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,5,Rounds,2,3,3,,
55,8,SATURDAY,2026-12-26,RUN-TO-SKI TRANSITION,Main,MAIN  |  REST 3 MIN BETWEEN ROUNDS,,Note,,,,,"Move from the run to the ski without pausing, as you would in competition."
56,8,SUNDAY,2026-12-27,EASY AEROBIC,Main,,1,Duration,30-40 min,45-60 min,60-75 min,,
56,8,SUNDAY,2026-12-27,EASY AEROBIC,Main,,2,Mode,walk / hike / bike,Zone 2 run / bike,Zone 2 run / bike,,
56,8,SUNDAY,2026-12-27,EASY AEROBIC,Main,,,Note,,,,,Conversational the entire time. Running this session too quickly is the easiest way to compromise the following week.
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,1,Main,4 x 800 m,5 x 800 m,6 x 800 m,,
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,,Note,,,,,"Warm-up 12 min + 5 strides. Main set at target 3 km buy-in pace, 2 min jog. Cool-down 8 min easy. Run these at the exact pace you intend to use on the day. If you cannot hold it across the set, your entry pace is too aggressive."
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,1,A Push Press - work to heavy single,1 RIR,1 RIR,1 RIR,5 min cap,
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,2,B Push Press - back-off,3 x 3 @ 90%,3 x 3 @ 90%,3 x 3 @ 90%,-,
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,3,C Weighted Pull-Up or Heavy Row,4 x 5,4 x 5,4 x 5,2 RIR,
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,4,D DB Bench Press  (12.5 kg),5 x 15,5 x 15,5 x 15,-,
57,9,MONDAY,2026-12-28,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,,Note,,,,,"Five minutes including warm-up, exactly as the Strength Zone runs it. Rehearse the ramp, not just the lift."
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,1,Warm-up,5 min + strides,5 min + strides,5 min + strides,,
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,2,Main,3 x 6 min,3 x 8 min,2 x 12 min,,
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,3,at,target competition pace,target competition pace,target competition pace,,
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,4,Recovery,3 min,4 min,3 min,,
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,,Note,,,,,"Hold the pace to the end of every interval. A fast start followed by a fade trains the wrong thing - the zone scores total metres, not opening speed."
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,1,Farmer Carry (heavy),3 x 40 m,3 x 40 m,3 x 40 m,-,
58,9,TUESDAY,2026-12-29,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,2,Sandbag Bear-Hug Hold  (30 kg),3 x 45 s,3 x 45 s,3 x 45 s,-,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,AM,AM - EASY AEROBIC  |  40-50 MIN,,Note,,,,,Zone 2. Keep it genuinely easy - this afternoon is the most demanding session of your week.
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",1,0-5 1RM Shoulder to Overhead,warm-up included,warm-up included,warm-up included,-,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",2,5-10 2RM Back Squat,warm-up included,warm-up included,warm-up included,-,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",3,10-12 Deadlift warm-up,-,-,-,-,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",4,12-13 Deadlift window 1,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",5,13-14 Rest,-,-,-,-,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",6,14-15 Deadlift window 2,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
59,9,WEDNESDAY,2026-12-30,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",,Note,,,,,"Open window one at a weight you are ninety-five per cent confident of, since a miss costs half the component rather than the difference between two weights. Arrive warm, as five minutes per lift allows for two or three loaded singles and the attempt."
60,9,THURSDAY,2026-12-31,COMPLETE REST,Main,NO SESSION,,Note,,,,,"Optional, ten to fifteen minutes: thoracic rotation, hip flexor lengthening, ankle dorsiflexion. Nothing that raises the heart rate. If it starts to feel like a session, stop."
60,9,THURSDAY,2026-12-31,COMPLETE REST,Main,NO SESSION,,Note,,,,,Feeling good on a rest day is a sign the rest day is doing its job rather than a reason to add a session.
60,9,THURSDAY,2026-12-31,COMPLETE REST,Main,NO SESSION,,Note,,,,,More progress tends to be lost to training through fatigue than to taking a day off.
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,1,Row,30 cal,35 cal,35 cal,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,2,DB Ground to Overhead,30 @ 7.5 kg,30 @ 12.5 kg,30 dual @ 15 kg,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,3,DB Bench Press,30 @ 7.5 kg,30 @ 12.5 kg,30 @ 15 kg,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,4,Sandbag Squats,30 @ 20 kg,30 @ 30 kg,30 @ 50 kg,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,5,Sandbag Carry,30 m @ 20 kg,30 m @ 30 kg,30 m @ 50 kg,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,6,Burpees over bench,30,30,30,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,7,Row,30 cal,35 cal,35 cal,,
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,"The opening row is the only place you control pace with any precision. Go out at an effort you could hold for the whole piece, not at what feels easy in the first thirty seconds."
61,9,FRIDAY,2027-01-01,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,Record your split at the end of each element. Where you lose time is more useful than the total.
62,9,SATURDAY,2027-01-02,ENDURANCE ZONE - SECOND REHEARSAL,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,1,Run buy-in,2.4 km,3 km,3 km,,
62,9,SATURDAY,2027-01-02,ENDURANCE ZONE - SECOND REHEARSAL,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,2,at,a faster entry than Week 7,a faster entry than Week 7,a faster entry than Week 7,,
62,9,SATURDAY,2027-01-02,ENDURANCE ZONE - SECOND REHEARSAL,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,3,Then,max ski to cap,max ski to cap,max ski to cap,,
62,9,SATURDAY,2027-01-02,ENDURANCE ZONE - SECOND REHEARSAL,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,4,Score,ski metres only,ski metres only,ski metres only,,
62,9,SATURDAY,2027-01-02,ENDURANCE ZONE - SECOND REHEARSAL,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,,Note,,,,,Record 500 m ski splits throughout. Total metres is the number that decides which strategy you take to the floor.
63,9,SUNDAY,2027-01-03,EASY AEROBIC,Main,,1,Duration,30 min,40-50 min,50-60 min,,
63,9,SUNDAY,2027-01-03,EASY AEROBIC,Main,,2,Mode,walk / bike,Zone 2 run / bike,Zone 2 run / bike,,
63,9,SUNDAY,2027-01-03,EASY AEROBIC,Main,,,Note,,,,,"If Saturday was a full simulation, take today as a walk regardless of what the table says."
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,1,Main,3 x 1 km,4 x 1 km,5 x 1 km,,
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,,Note,,,,,"Warm-up 12 min + 5 strides. Main set at target 3 km buy-in pace, 2 min jog. Cool-down 8 min easy. Run these at the exact pace you intend to use on the day. If you cannot hold it across the set, your entry pace is too aggressive."
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,1,A Push Press - work to heavy single,0-1 RIR,0-1 RIR,0-1 RIR,5 min cap,
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,2,B Push Press - back-off,3 x 3 @ 90%,3 x 3 @ 90%,3 x 3 @ 90%,-,
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,3,C Weighted Pull-Up or Heavy Row,4 x 5,4 x 5,4 x 5,2 RIR,
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,4,D DB Bench Press  (12.5 kg),4 x 20,4 x 20,4 x 20,-,
64,10,MONDAY,2027-01-04,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,,Note,,,,,"Five minutes including warm-up, exactly as the Strength Zone runs it. Rehearse the ramp, not just the lift."
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,1,Warm-up,5 min + strides,5 min + strides,5 min + strides,,
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,2,Main,2 x 9 min,2 x 11 min,1 x 14 min + 1 x 8,,
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,3,at,target competition pace,target competition pace,target competition pace,,
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,4,Recovery,3 min,4 min,3 min,,
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,,Note,,,,,"Hold the pace to the end of every interval. A fast start followed by a fade trains the wrong thing - the zone scores total metres, not opening speed."
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,1,Farmer Carry (heavy),3 x 40 m,3 x 40 m,3 x 40 m,-,
65,10,TUESDAY,2027-01-05,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,2,Sandbag Bear-Hug Hold  (30 kg),3 x 45 s,3 x 45 s,3 x 45 s,-,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,AM,AM - EASY AEROBIC  |  40-50 MIN,,Note,,,,,Zone 2. Keep it genuinely easy - this afternoon is the most demanding session of your week.
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",1,0-5 1RM Shoulder to Overhead,warm-up included,warm-up included,warm-up included,-,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",2,5-10 2RM Back Squat,warm-up included,warm-up included,warm-up included,-,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",3,10-12 Deadlift warm-up,-,-,-,-,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",4,12-13 Deadlift window 1,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",5,13-14 Rest,-,-,-,-,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",6,14-15 Deadlift window 2,3 reps or singles,3 reps or singles,3 reps or singles,1 min,
66,10,WEDNESDAY,2027-01-06,EASY AEROBIC + STRENGTH SEQUENCE,PM,"PM - FULL STRENGTH SEQUENCE  |  15 MIN, TIMED",,Note,,,,,"Open window one at a weight you are ninety-five per cent confident of, since a miss costs half the component rather than the difference between two weights. Arrive warm, as five minutes per lift allows for two or three loaded singles and the attempt."
67,10,THURSDAY,2027-01-07,COMPLETE REST,Main,NO SESSION,,Note,,,,,"Optional, ten to fifteen minutes: thoracic rotation, hip flexor lengthening, ankle dorsiflexion. Nothing that raises the heart rate. If it starts to feel like a session, stop."
67,10,THURSDAY,2027-01-07,COMPLETE REST,Main,NO SESSION,,Note,,,,,Feeling good on a rest day is a sign the rest day is doing its job rather than a reason to add a session.
67,10,THURSDAY,2027-01-07,COMPLETE REST,Main,NO SESSION,,Note,,,,,More progress tends to be lost to training through fatigue than to taking a day off.
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,1,Row,30 cal,35 cal,35 cal,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,2,DB Ground to Overhead,30 @ 7.5 kg,30 @ 12.5 kg,30 dual @ 15 kg,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,3,DB Bench Press,30 @ 7.5 kg,30 @ 12.5 kg,30 @ 15 kg,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,4,Sandbag Squats,30 @ 20 kg,30 @ 30 kg,30 @ 50 kg,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,5,Sandbag Carry,30 m @ 20 kg,30 m @ 30 kg,30 m @ 50 kg,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,6,Burpees over bench,30,30,30,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,7,Row,30 cal,35 cal,35 cal,,
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,"The opening row is the only place you control pace with any precision. Go out at an effort you could hold for the whole piece, not at what feels easy in the first thirty seconds."
68,10,FRIDAY,2027-01-08,METCON X - FULL,Main,METCON X  |  25 MIN CAP  |  FOR TIME,,Note,,,,,Record your split at the end of each element. Where you lose time is more useful than the total.
69,10,SATURDAY,2027-01-09,ENDURANCE ZONE - PACED,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,1,Run buy-in,2.4 km,3 km,3 km,,
69,10,SATURDAY,2027-01-09,ENDURANCE ZONE - PACED,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,2,at,your chosen entry pace,your chosen entry pace,your chosen entry pace,,
69,10,SATURDAY,2027-01-09,ENDURANCE ZONE - PACED,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,3,Then,max ski to cap,max ski to cap,max ski to cap,,
69,10,SATURDAY,2027-01-09,ENDURANCE ZONE - PACED,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,4,Score,ski metres only,ski metres only,ski metres only,,
69,10,SATURDAY,2027-01-09,ENDURANCE ZONE - PACED,Main,FULL ENDURANCE ZONE  |  24 MIN CAP,,Note,,,,,Record 500 m ski splits throughout. Total metres is the number that decides which strategy you take to the floor.
70,10,SUNDAY,2027-01-10,EASY AEROBIC,Main,,1,Duration,30 min,40-50 min,50-60 min,,
70,10,SUNDAY,2027-01-10,EASY AEROBIC,Main,,2,Mode,walk / bike,Zone 2 run / bike,Zone 2 run / bike,,
70,10,SUNDAY,2027-01-10,EASY AEROBIC,Main,,,Note,,,,,"If Saturday was a full simulation, take today as a walk regardless of what the table says."
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,1,Main,3 x 800 m,3 x 1 km,4 x 1 km,,
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,AM,AM - 3 KM SPECIFIC,,Note,,,,,"Warm-up 12 min + 5 strides. Main set at target 3 km buy-in pace, 2 min jog. Cool-down 8 min easy. Run these at the exact pace you intend to use on the day. If you cannot hold it across the set, your entry pace is too aggressive."
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,1,A Push Press - work to heavy single,1 RIR,1 RIR,1 RIR,5 min cap,
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,2,B Push Press - back-off,3 x 3 @ 90%,3 x 3 @ 90%,3 x 3 @ 90%,-,
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,3,C Weighted Pull-Up or Heavy Row,4 x 5,4 x 5,4 x 5,2 RIR,
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,4,D DB Bench Press  (12.5 kg),3 x 15,3 x 15,3 x 15,-,
71,11,MONDAY,2027-01-11,3 KM SPECIFIC RUN + UPPER HEAVY,PM,PM - UPPER HEAVY  |  MIN 6 H AFTER AM,,Note,,,,,"Five minutes including warm-up, exactly as the Strength Zone runs it. Rehearse the ramp, not just the lift."
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,1,Warm-up,5 min + strides,5 min + strides,5 min + strides,,
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,2,Main,2 x 8 min,2 x 9 min,2 x 10 min,,
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,3,at,target competition pace,target competition pace,target competition pace,,
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,4,Recovery,3 min,4 min,3 min,,
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,SKI INTERVALS,,Note,,,,,"Hold the pace to the end of every interval. A fast start followed by a fade trains the wrong thing - the zone scores total metres, not opening speed."
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,1,Farmer Carry (heavy),3 x 40 m,3 x 40 m,3 x 40 m,-,
72,11,TUESDAY,2027-01-12,SKI THRESHOLD + GRIP,Main,GRIP BLOCK  |  12 MIN,2,Sandbag Bear-Hug Hold  (30 kg),3 x 45 s,3 x 45 s,3 x 45 s,-,
